0.9999999,1
1.0000001,1
0.99999994,1
0.9999998,1
1.0000001,1
-0.15176761,-1
0.79325235,-1
-0.18227404,-1
-0.51227415,-1
-0.36124736,-1
1.0000001,1
1.0000002,1
0.99999976,1
0.9999999,1
1.0000001,1
-0.4478143,-1
-0.07771868,-1
-0.17375602,-1
-0.34846103,-1
-0.48106372,-1
1.0,1
0.99999994,1
1.0,1
1.0,1
1.0000001,1
1.0,-1
-0.26932472,-1
-0.4398152,-1
0.17725962,-1
0.16974494,-1
0.9999998,1
1.0000001,1
1.0,1
1.0,1
0.99999994,1
-0.11837923,-1
-0.40865654,-1
1.0000001,-1
-0.18404843,-1
-0.35668603,-1
1.0000001,1
1.0,1
1.0000002,1
1.0000001,1
0.9999999,1
-0.3178338,-1
0.033894192,-1
-0.46802437,-1
-0.5198315,-1
1.0000001,-1
0.99999976,1
1.0,1
1.0,1
0.72674865,1
1.0000001,1
-0.3417542,-1
-0.34375045,-1
-0.1671597,-1
-0.31592733,-1
1.0,-1
1.0000001,1
0.99999994,1
1.0000001,1
1.0000001,1
0.9999999,1
-0.33947766,-1
1.0000001,-1
0.18731795,-1
0.6069202,-1
-0.4351632,-1
0.9999999,1
1.0000001,1
1.0000001,1
0.99999994,1
0.9999999,1
-0.46087605,-1
0.018261673,-1
-0.28879377,-1
0.010800476,-1
0.9999999,-1
1.0,1
1.0,1
1.0,1
1.0,1
0.99999994,1
-0.33758852,-1
0.9968203,-1
-0.122323245,-1
-0.38736326,-1
-0.32698566,-1
1.0,1
0.99999994,1
1.0000002,1
0.99999994,1
1.0000002,1
-0.32553586,-1
-0.21169229,-1
0.27149007,-1
-0.3357446,-1
-0.039287068,-1
1.0000001,1
1.0000001,1
1.0,1
1.0000001,1
1.0000001,1
0.40781993,-1
-0.27207482,-1
0.99691516,-1
-0.18833382,-1
-0.5414391,-1
1.0,1
0.9999998,1
0.91377383,1
1.0,1
0.81057,1
-0.026205165,-1
-0.2865985,-1
0.05041833,-1
-0.3486707,-1
-0.20983416,-1
1.0,1
1.0,1
1.0000001,1
1.0,1
1.0,1
-0.5157753,-1
-0.29253516,-1
-0.067307875,-1
-0.16881004,-1
0.6262422,-1
1.0000002,1
0.9999999,1
1.0000001,1
0.78393334,1
0.9999999,1
-0.2628794,-1
0.99700886,-1
-0.34194514,-1
0.011776147,-1
-0.19392014,-1
1.0,1
1.0,1
1.0000001,1
1.0000001,1
1.0000001,1
0.13475877,-1
1.0000001,-1
-0.3693709,-1
0.0019454453,-1
-0.060291268,-1
1.0000002,1
1.0000002,1
1.0,1
1.0000001,1
1.0000001,1
0.19654204,-1
0.13418831,-1
-0.062293444,-1
-0.3107511,-1
-0.33285666,-1
1.0000002,1
1.0,1
0.9999998,1
0.9999999,1
1.0,1
-0.31289586,-1
-0.17398034,-1
-0.30619615,-1
-0.31130135,-1
-0.059796046,-1
1.0,1
1.0000002,1
0.99999994,1
1.0000002,1
1.0000002,1
0.48552918,-1
-0.107002765,-1
-0.3982794,-1
0.9999999,-1
0.042388137,-1
1.0000001,1
1.0000002,1
1.0000001,1
0.99999994,1
1.0000001,1
-0.31162506,-1
-0.32021672,-1
-0.10031433,-1
-0.18387699,-1
-0.282474,-1
1.0000001,1
0.99999976,1
1.0,1
1.0000001,1
1.0,1
1.0,-1
-0.4095037,-1
-0.16310008,-1
-0.4095037,-1
-0.4095037,-1
1.0000001,1
1.0000001,1
1.0000002,1
1.0,1
1.0000001,1
1.0000001,-1
1.0000001,-1
0.12501825,-1
-0.30035168,-1
-0.30035168,-1
1.0000001,1
1.0,1
0.9999999,1
0.8328328,1
0.73705184,1
-0.23123921,-1
-0.13860735,-1
-0.26368037,-1
-0.4034932,-1
-0.24560082,-1
0.9999999,1
1.0,1
0.9999999,1
0.9999999,1
1.0000001,1
-0.24191526,-1
0.61332345,-1
0.30165833,-1
0.4328912,-1
-0.23702274,-1
1.0,1
1.0000001,1
1.0,1
0.99999994,1
1.0000001,1
0.041492246,-1
-0.3461491,-1
-0.2951854,-1
0.13137642,-1
0.84129673,-1
1.0,1
1.0,1
1.0000001,1
1.0000001,1
1.0000001,1
0.99999994,-1
-0.13037464,-1
-0.06089755,-1
-0.19148886,-1
0.32455614,-1
1.0,1
1.0,1
1.0000004,1
1.0,1
1.0000001,1
0.4758656,-1
-0.18257308,-1
0.1583919,-1
-0.096182756,-1
0.24404311,-1
1.0,1
1.0000001,1
1.0,1
1.0000001,1
1.0,1
-0.39920953,-1
-0.3937254,-1
-0.30305082,-1
-0.17723154,-1
-0.19103129,-1
1.0000001,1
