0.97121227,1
0.9972162,1
0.86091596,1
0.9785235,1
0.8059391,1
-0.21085428,-1
-0.47117913,-1
0.18444587,-1
-0.08533509,-1
-0.56124645,-1
0.9230744,1
0.9886858,1
1.0,1
1.0,1
0.9324793,1
0.2839585,-1
-0.26889542,-1
-0.31460828,-1
-0.48723468,-1
0.4129017,-1
1.0000001,1
0.9606851,1
0.95162326,1
0.9233007,1
0.8779848,1
0.7684694,-1
-0.27404448,-1
0.05349839,-1
0.032085974,-1
0.78420717,-1
0.9975811,1
0.86916,1
1.0000001,1
0.98451066,1
1.0000001,1
0.039587304,-1
0.0007802871,-1
-0.041495502,-1
0.3439282,-1
0.518864,-1
0.877741,1
0.99672735,1
0.9096822,1
1.0,1
0.9831294,1
-0.30304125,-1
0.35729134,-1
-0.3852046,-1
0.53598475,-1
0.36770445,-1
0.87961006,1
0.97963244,1
0.5150724,1
0.5862796,1
0.82916075,1
-0.3644973,-1
-0.06099937,-1
-0.01738155,-1
-0.5852941,-1
-0.3159852,-1
1.0,1
0.96395516,1
0.98441917,1
0.99852383,1
1.0000001,1
0.63153434,-1
-0.3857381,-1
0.40946916,-1
-0.3600859,-1
-0.12462233,-1
0.9743586,1
0.9882364,1
1.0,1
0.95979154,1
0.94550514,1
-0.044807512,-1
-0.14486755,-1
0.8180538,-1
0.45306763,-1
0.34287715,-1
0.99170476,1
0.9938078,1
0.84056705,1
1.0,1
0.9922639,1
0.3588472,-1
-0.37934828,-1
0.31240356,-1
-0.47930887,-1
-0.100184135,-1
0.9282913,1
0.8638209,1
0.98497945,1
0.20513202,1
1.0000001,1
0.08875478,-1
-0.19543561,-1
0.032377742,-1
-0.3374417,-1
0.031951882,-1
0.9054355,1
0.9020111,1
0.92332643,1
1.0,1
0.9261822,1
-0.006085455,-1
0.079873554,-1
-0.20910327,-1
0.26885617,-1
0.5822561,-1
0.99401104,1
0.9329858,1
0.97384506,1
0.89634,1
0.9942507,1
-0.3228196,-1
0.3483893,-1
-0.035459857,-1
-0.13028488,-1
0.5154178,-1
0.9836196,1
0.98678064,1
0.8596351,1
0.98699635,1
0.89993757,1
-0.30828,-1
-0.19596303,-1
-0.0173352,-1
0.66481787,-1
0.48078546,-1
0.9827063,1
1.0,1
0.9748214,1
0.9679837,1
0.98970187,1
-0.54162705,-1
0.4584751,-1
-0.18059486,-1
0.05243878,-1
0.38692856,-1
0.986669,1
0.99136573,1
0.76113343,1
0.9695634,1
0.88362086,1
0.5132551,-1
0.8457576,-1
0.87010753,-1
0.7200128,-1
-0.07573357,-1
0.9756189,1
1.0,1
1.0,1
1.0,1
1.0,1
0.108495735,-1
0.444122,-1
0.43314213,-1
0.47034466,-1
-0.500004,-1
0.97996897,1
0.93567634,1
1.0000001,1
